1712048351530	1590
1712059167798	1595
1712060493597	1591
1712061150243	1581
1712061156773	1582
1712061168449	1583
1712061174110	1584
1712061177888	1585
1712061181042	1586
1712061184091	1587
1712069628811	1599
1712134380995	1606
1712142451831	1607
1712142464305	1605
1712142469829	1608
1712146607030	1610
1712148061465	1615
1712148067099	1614
1712148946834	1611
1712152155015	1600
1712153985049	1601
1712154516058	1620
1712155289252	1621
1712223450554	1619
1712223662873	1624
1712228859435	1588
1712231906144	1598
1712319736700	1589
1712323920786	1628
1712324907163	1629
1712579091693	1630
1712666258787	1627
1712666267493	1626
1712666275239	1625
1712666282520	1623
1712666290302	1622
1712666299555	1618
1712666316328	1609
1712666324316	1604
1712666363926	1603
1712666369458	1602
1712666376130	1597
1712666382259	1596
1712666388747	1594
1712666394590	1593
1712666402695	1592
1712666409526	1573
1712666483936	1572
1712666489266	1570
1712666494855	1543
1712666500289	1539
1712666504641	1536
1712666511834	1535
1712666594902	1534
1712666600240	1532
1712666605034	1531
1712666614164	1528
1712666618822	1527
1712666624469	1524
1712666669294	1522
1712666698053	1517
1712666703537	1516
1712666708034	1515
1712666713320	1513
1712666723696	1511
1712666738665	1507
1712666744742	1487
1712666749577	1479
1712666757354	1476
1712666764036	1475
1712666770034	1473
1712666777643	1471
1712666789349	1631
1712666795039	1632
1712666825508	1469
1712666831606	1466
1712666837856	1463
1712666843899	1461
1712666849839	1458
1712666856973	1435
1712737850733	1633
1712743135454	1634
1712760539818	1635
1712760765384	1637
1712761291834	1636
1712817603259	1638
1713779017123	1639
1713779027440	1644
1713904049776	1643
1713904062807	1640
1713904112578	669
1713904152152	670
1713949389205	1645
1713951648175	1474
1713951652506	953
1713951658598	722
1713951663788	674
1713951675657	668
1713951679664	667
1714495142205	530
