1601880742986	1207
1601880748710	1209
1601880754340	1169
1601880760564	1203
1601880766658	1218
1601880772620	1219
1601880778056	1215
1601880806468	1195
1601880812079	1211
1601880817981	1205
1601880823619	1202
1601880857073	1204
1601880887710	1159
1601880892867	1196
1601880952152	1200
1601880956177	1193
1601880960041	1183
1601880966213	1171
1601880972382	1121
1601880979371	1166
1601880986371	1164
1601880993585	1156
1601881000411	1157
1601881012728	1136
1601881031588	1151
1601881054717	1150
1601881070922	1149
1601881077254	1144
1601881083559	1140
1601881132541	1139
1601881139028	1101
1601881144461	1073
1601881150170	1132
1601881155918	1130
1601881161510	1058
1601881167241	1128
1601881173174	1122
1601881179036	1123
1601881184622	918
1601881190479	1076
1601881195988	1107
1601881201674	1118
1601881207284	1023
1601881212952	1022
1601881218594	1108
1601881224463	1114
1601881229671	1113
1601881255553	1111
1601881260764	1112
1601881280357	1109
1601881341878	1088
1601881346973	1097
1601881351942	1106
1601881356679	1102
1601881362541	1099
1601881368055	1105
1601881373353	1104
1601881379084	1098
1601881392220	1095
1601881399617	1074
1601881404798	1070
1601881410243	1092
1601881420902	1079
1601881425218	1059
1601881430749	1063
1601881445023	1066
1601881449595	1077
1601881455912	1067
1601881461320	1062
1601881562472	925
1602054716736	1224
1602664460195	1227
1602664469341	1226
1602684346051	1228
1603715152262	1233
1604061575693	1238
1604062103931	1240
1604063188277	1243
1604063195094	1241
1604069239684	1245
1604070835003	1247
1604070842015	1248
