1609941329278	1344
1609941333104	1345
1610007628120	1336
1610007663259	1333
1610007665451	1329
1610007667563	1328
1610007669737	1325
1610007697598	1318
1610007699867	1309
1610007701898	1294
1610007735915	1281
1610007737855	1277
1610007739657	1274
1610007741486	1271
1610007743573	1270
1610007745538	1267
1610007747737	1264
1610007751442	1262
1610007753490	1259
1610007778388	1244
1610007780636	1242
1610007782720	1239
1610007787084	1234
1610007789165	1235
1610007791280	1232
1610007804691	1223
1610007806716	1222
1610007809025	1221
1610007812110	1220
1610023724639	1341
1610025702401	1350
1610447144006	1236
1610636846522	1340
1611069642615	1363
1611137991467	1358
1611137993855	1359
