1583155323325	881
1583249810246	960
1583412522988	961
1583412530835	924
1583412534419	885
1583412578855	890
1583412582570	893
1583412587983	948
1583412593087	952
1583412617893	932
1583412623269	946
1583415861604	883
1583415866810	898
1583415985519	900
1583415989651	904
1583416007282	903
1583416014575	917
1583416107845	913
1583416117752	872
1583416122946	923
1583416127664	930
1583416132622	928
1583416141367	942
1583416645467	838
1583416649121	880
1583416653477	916
1583416662571	709
1583416666680	666
1583416670465	680
1583745049428	959
1583756565329	675
1583756569362	955
1583762456108	967
1583762459767	966
1583762463042	965
1583917061137	922
1583933392743	964
1584003464830	971
1584026719372	972
1584439028973	974
1584531321179	976
1584535958326	977
1584545613568	985
1584612763829	978
1584613311033	979
1584613558258	987
1584616453651	988
1584616464377	980
1584618036888	983
1584625333809	991
1584626890149	992
1584630864522	989
1584630875537	981
1584634545122	982
1584714603606	994
1584968703393	996
1584968710000	997
1585148943497	926
1585150865883	899
1585229628306	999
1585229853967	1000
1585305514770	984
1585569023058	1001
1585573642855	1002
1585573645722	1003
1585651532904	894
1585651540710	888
1585651547391	886
1585651553434	887
1585651562376	970
1585659096988	1008
1585659338440	1009
1585660317497	1007
1585661786794	1011
1585666612836	1012
