1562330740163	712
1562702098433	782
1562843355327	780
1563199239226	784
1563969542289	703
1563969544247	762
1563969553309	787
1563969555469	786
1563969557384	785
1563969559283	783
1563969572616	672
1563969578538	683
1563969580406	641
1563969582228	776
1563969584485	739
1563969586298	662
1563969587953	738
1563969589815	737
1563969592018	735
1563969667929	731
1563969675839	730
1563969677735	754
1563969679560	716
1563969685084	760
1563969770773	733
1563969772839	734
1563973228319	792
1564477178308	793
