1550664125226	555
1550664200659	538
1550664209788	534
1550664256788	535
1550664258746	531
1550664260511	527
1550664262543	526
1550664264598	525
1550664266481	524
1550664268664	519
1550664270377	516
1550664272311	511
1550664274042	506
1550664275803	505
1550664277436	541
1550664279297	548
1550664281046	542
1550664568283	545
1550664570587	512
1550664572593	508
1550664574489	507
1550664576433	482
1550664578323	469
1550664580363	467
1550664582715	437
1550664584518	466
1550664586511	465
1550664588635	446
1550664590717	448
1550664592490	428
1550664594280	427
1550664596438	414
1550664598556	381
1550664600638	369
1550664602749	382
1550664604571	372
1550664606480	380
1550664608133	383
1550664956332	390
1550664960206	386
1550664963920	389
1550664966943	384
1550664970362	361
1550664973681	363
1550664976687	362
1550664980101	360
1550665164132	393
1550665166507	366
1550665168293	359
1550665170149	357
1550665172130	356
1550665174419	354
1550665176344	225
1550665178030	222
1550665179751	80
1550668323263	575
1550674059145	571
1550675273924	581
1550747190007	586
1550757426298	591
1550761220584	594
1550762433062	595
1550763467663	598
1550764288910	589
1550819524648	592
1550838934299	582
1550838979563	584
1550839073503	585
1550839092450	587
1550839190714	588
1550839195866	599
1550840309350	601
1550840317088	590
1550840807454	602
1550841131955	605
1550841367012	606
1550841974768	607
1550842328379	608
1550842902357	600
1550842923491	604
1550843198734	609
1550843207704	610
1550843832908	612
1550847244853	613
1551107921919	616
1551109443046	614
1551110322106	617
1551190047406	619
1551192979229	620
1551193451171	621
1551196843029	625
1551196854659	624
1551196872457	622
1551197205820	627
1551201506710	629
1551201781809	628
1551254363553	618
