1596803057781	1172
1596810858031	1175
1597042457612	1176
1597044257887	1177
1597045457679	1174
1597046057493	1173
1597050857760	1179
1597058057528	1180
1597067057695	1182
1597067057697	1181
1597303457714	1189
1597388657951	1093
1597394657735	1190
1597395857464	1187
1597396458038	1188
1597403057478	1191
1597836857667	1170
1598000057677	1116
1598001857664	1186
1598001857667	1133
1598001857669	1124
1598001857672	1154
1598001857674	1184
1598001857676	1185
1598274257820	1198
1598274257823	1199
1598436258099	1161
1598436258102	1160
1598436258105	1158
1598436258108	1162
